subject_id,trial_condition,trial_cue,trial_corr_resp,trial_shift,resp_corr,resp_rt,resp_value,mean_rt,sd_rt,exclude_thresh,exclude_trial,exclude_part
104,shift,shape,right,1,1,0.97580199061,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,0,0.991784262911,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,1,1,1.53589333333,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,1,1,0.791750610329,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,0,1,0.735857276995,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,0,1,1.11987169953,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,1,1,1.59176803756,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,0,1,0.847876807512,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,1,0.919864488263,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,1,1,1.4477902723,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,0,1,1.57587320188,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,0,1,0.6077262723,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,0,1,0.92783684507,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,0,1.56783053521,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,0,1,1.08779267606,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,1,1,0.847868995305,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,0,1,0.735844356808,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,0,1,0.471818215962,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,1,1.06390084507,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,1,1,0.751812807512,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,0,1,1.34383323944,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,0,1,1.26377134272,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,1,0.583817615023,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,0,1,1.15184796244,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,1,1,0.679841352113,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,0,1,1.2398680939,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,0,1,0.639754516432,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,1,0.991859380282,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,1,1,1.27977494836,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,1,0.871889126761,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,0,1,0.823824225352,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,1,1,1.23185667606,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,1,1,2.38375151174,left,1.0291966666669219,0.35510315461226705,6.4,1,0
104,shift,color,left,0,1,0.543847661972,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,1,1,0.543743399061,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,0,1,1.18388852582,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,1,1,1.71985276995,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,0,1,1.51183053521,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,1,1,1.70376052582,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,1,1,1.04781641315,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,1,1,1.07984315493,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,1,1.18385637559,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,0,1,1.01567939906,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,0,1,0.983787267606,right,1.0291966666669219,0.35510315461226705,6.4,0,0
105,color,color,left,0,1,0.608198309859,left,0.43824075117365,0.05492603166553387,2,1,0
105,color,color,right,0,1,0.407847361502,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,right,0,1,0.463819117371,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,left,0,1,0.4717262723,left,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,left,0,1,0.415840150235,left,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,right,0,1,0.431849765258,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,left,0,1,0.431859079812,left,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,right,0,1,0.35977915493,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,left,0,1,0.391873802817,left,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,right,0,1,0.415835342723,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,left,0,1,0.335783061033,left,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,right,0,1,0.431843455399,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,left,0,1,0.455854873239,left,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,left,0,1,0.447814309859,left,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,right,0,1,0.447846460094,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,right,0,1,0.43176713615,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,left,0,1,0.479891230047,left,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,right,0,1,0.399667380282,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,right,0,1,0.479950422535,right,0.43824075117365,0.05492603166553387,2,0,0
105,color,color,left,0,1,0.455768338028,left,0.43824075117365,0.05492603166553387,2,0,0
105,shape,shape,left,0,1,0.535843755869,left,0.5754232338027,0.1693095032934972,2,0,0
